label,message,clean_text
ham,Whens your radio show?,whens your radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,your unique user id number removal send stop number customer services number
ham,I'm not sure if its still available though,i m not sure if its still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built up dis world only thing which remains atlast iz lonlines lotz n lot memories feeling
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheers lou yeah was goodnite shame u neva came c ya gailxx
ham,Hi..i got the money da:),hi i got money da
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile no lt gt has added you their contact list url it s great place send free sms people more visit fullonsms com
ham,Ok then u tell me wat time u coming later lor.,ok then u tell me wat time u coming later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instructions again wat s e road name ur house
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",so many people seems be special first sight but only very few will remain special you till your last sight maintain them till life ends sh jas
ham,Quite lor. But dun tell him wait he get complacent...,quite lor but dun tell him wait he get complacent
ham,Sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot will pop em round this week if your still here
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r most beautiful girl ive ever seen u r my baby come c me common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,o we cant see if we can join denis mina does denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe,sen told that he going join his uncle finance cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey then one day fri we can ask miwa jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc.",call me i am senthil from hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especially since i talk about boston all up my personal statement lol i woulda changed that if i had realized it said nyc it says boston now
ham,Indeed and by the way it was either or - not both !,indeed by way it was either not both
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent call from landline your complimentary number ibiza holiday number number cash await collection sae t cs po box number sk wp ppm number
ham,Holy living christ what is taking you so long,holy living christ what taking you so long
ham,Ü thk of wat to eat tonight.,thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup we coming back sun finish dinner going back number hotel now time flies we re tog number exactly mth today hope we ll haf many more mths come
ham,We're on the opposite side from where we dropped you off,we re opposite side from where we dropped you off
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup izzit still raining heavily cos i m e mrt i can t c outside
ham,Send me your resume:-),send me your resume
ham,Gd luck 4 ur exams :-),gd luck number ur exams
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,u ask they all if next sat can not if all them can make it then i m ok lor
ham,Sorry that was my uncle. I.ll keep in touch,sorry that was my uncle i ll keep touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guys dolls last night patrick swayze it was great
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent this our nd attempt contact u your number prize from yesterday still awaiting collection claim call now number
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa calling would your little ones like call from santa xmas eve call number book you time calls ppm last mins s t c url
ham,Just come home. I don't want u to be miserable,just come home i don t want u be miserable
ham,I dont know why she.s not getting your messages,i dont know why she s not getting your messages
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",its cool but tyler had take off so we re gonna buy him drop it off his place later tonight our total order quarter you got enough
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",guy car shop who was flirting me got my phone number from paperwork called texted me i m nervous because course now he may have my address should i call his boss tell him knowing this may get him fired
ham,Reverse is cheating. That is not mathematics.,reverse cheating that not mathematics
ham,How do you plan to manage that,how do you plan manage that
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",er hello things didn t quite go plan limping slowly home followed by aa exhaust hanging off
ham,Sorry for the delay. Yes masters,sorry delay yes masters
ham,Call me when u finish then i come n pick u.,call me when u finish then i come n pick u
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,private your number account statement number number shows number unredeemed bonus points claim call number identifier code number expires number number number
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,what s up my own oga left my phone home just saw ur messages hope you good have great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",don t worry though i understand how important it that i be put my place poorly thought out punishment face worst thing that has ever happened me brb gonna go kill myself
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",honey can you pls find out how much they sell predicte nigeria how many times can it be used its very important have reply before monday
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building there i might b slightly earlier i ll call u when i m reaching
ham,"fyi I'm at usf now, swing by the room whenever",fyi i m usf now swing by room whenever
ham,i can call in  &lt;#&gt;  min if thats ok,i can call lt gt min if thats ok
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns d day my dear sweet heart happy birthday dear
ham,Ü no home work to do meh... ,no home work do meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anything valuable only number situations first before getting it second after loosing it
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,me too mark taking forever pick up my prescription pain coming back
ham,How's ur paper?,how s ur paper
ham,Got smaller capacity one? Quite ex...,got smaller capacity one quite ex
